contig	kmers_bp	total_bp	chrom
BH4.00000133	31	38891	EH23a.chr5
BH4.00017174	31	38910	EH23a.chr6
BH4.00013024	31	38931	EH23a.chrX
BH4.00008311	31	38963	EH23a.chr8
BH4.00021462	31	39006	EH23a.chr6
BH4.00012292	31	39021	EH23a.chr3
BH4.00002493	31	39127	EH23a.chr5
BH4.00001909	31	39212	EH23a.chr7
BH4.00016485	31	39237	EH23a.chr8
BH4.00002580	31	39253	EH23a.chr5
BH4.00009427	31	39262	EH23a.chrX
BH4.00000158	31	39282	EH23a.chr5
BH4.00002747	31	39287	EH23a.chrX
BH4.00018099	31	39304	EH23a.chr8
BH4.00002567	31	39321	EH23a.chr5
BH4.00012716	31	39348	EH23a.chr8
BH4.00007653	31	39351	EH23a.chrX
BH4.00004956	31	39365	EH23a.chrX
BH4.00004246	31	39419	EH23a.chr1
BH4.00005750	31	39423	EH23a.chr1
BH4.00007128	31	39477	EH23a.chrX
BH4.00015067	31	39554	EH23a.chr3
BH4.00009116	31	39615	EH23a.chr3
BH4.00011884	31	39678	EH23a.chr6
BH4.00020330	31	39708	EH23a.chr8
BH4.00003427	31	39758	EH23a.chr8
BH4.00018958	31	39760	EH23a.chr8
BH4.00000260	31	39781	EH23a.chrX
BH4.00013475	31	39871	EH23a.chr6
BH4.00000858	31	39944	EH23a.chr5
BH4.00018578	31	40063	EH23a.chr8
BH4.00005707	31	40075	EH23a.chr3
BH4.00004012	31	40099	EH23a.chr1
BH4.00013168	31	40155	EH23a.chr6
BH4.00010211	31	40181	EH23a.chr8
BH4.00012764	31	40187	EH23a.chr8
BH4.00016954	31	40202	EH23a.chr3
BH4.00013946	31	40304	EH23a.chr8
BH4.00011709	31	40330	EH23a.chr8
BH4.00013028	31	40411	EH23a.chr8
BH4.00022795	31	40509	EH23a.chr8
BH4.00019893	31	40540	EH23a.chr8
BH4.00008132	31	40754	EH23a.chrX
BH4.00012497	31	40875	EH23a.chr8
BH4.00009420	31	40904	EH23a.chr8
BH4.00019244	31	40923	EH23a.chrX
BH4.00010074	31	40988	EH23a.chr8
BH4.00002770	31	41030	EH23a.chrX
BH4.00014554	31	41040	EH23a.chrX
BH4.00017505	31	41041	EH23a.chr8
BH4.00000860	31	41067	EH23a.chr5
BH4.00016214	31	41092	EH23a.chr8
BH4.00009751	31	41224	EH23a.chr8
BH4.00010842	31	41306	EH23a.chr8
BH4.00008404	31	41307	EH23a.chr6
BH4.00019231	31	41322	EH23a.chrX
BH4.00001444	31	41325	EH23a.chr2
BH4.00014952	31	41354	EH23a.chr8
BH4.00015141	31	41457	EH23a.chr6
BH4.00021282	31	41536	EH23a.chr8
BH4.00021522	31	41952	EH23a.chr8
BH4.00002488	31	41982	EH23a.chr5
BH4.00016453	31	42008	EH23a.chr8
BH4.00014885	31	42031	EH23a.chr8
BH4.00022567	31	42216	EH23a.chr6
BH4.00007104	31	42261	EH23a.chrX
BH4.00009201	31	42396	EH23a.chr8
BH4.00001225	31	42438	EH23a.chr2
BH4.00006888	31	42461	EH23a.chrX
BH4.00016772	31	42491	EH23a.chr8
BH4.00015642	31	42545	EH23a.chr8
BH4.00010515	31	42559	EH23a.chr8
BH4.00001704	31	42596	EH23a.chrX
BH4.00000536	31	42667	EH23a.chr9
BH4.00009415	31	42677	EH23a.chr6
BH4.00013952	31	42724	EH23a.chr8
BH4.00012133	31	42856	EH23a.chr6
BH4.00004315	31	42893	EH23a.chr4
BH4.00005638	31	42904	EH23a.chr6
BH4.00008374	31	42912	EH23a.chr8
BH4.00009060	31	42929	EH23a.chr8
BH4.00002872	31	42954	EH23a.chr6
BH4.00009700	31	42981	EH23a.chr3
BH4.00011072	31	43030	EH23a.chrX
BH4.00009118	31	43055	EH23a.chr8
BH4.00002184	31	43073	EH23a.chrX
BH4.00014290	31	43116	EH23a.chr8
BH4.00000540	31	43241	EH23a.chrX
BH4.00004859	31	43299	EH23a.chrX
BH4.00008113	31	43334	EH23a.chr6
BH4.00008488	31	43342	EH23a.chr6
BH4.00000121	31	43378	EH23a.chrX
BH4.00000147	31	43450	EH23a.chr5
BH4.00000123	31	43503	EH23a.chrX
BH4.00009370	31	43730	EH23a.chr8
BH4.00023012	31	43827	EH23a.chrX
BH4.00009005	31	43979	EH23a.chr8
BH4.00022995	31	44046	EH23a.chr3
BH4.00017708	31	44095	EH23a.chr8
BH4.00018569	31	44114	EH23a.chr8
BH4.00008549	31	44136	EH23a.chr8
BH4.00019152	31	44148	EH23a.chr8
BH4.00008750	31	44271	EH23a.chr8
BH4.00008616	31	44406	EH23a.chr8
BH4.00016509	31	44544	EH23a.chrX
BH4.00010546	31	44577	EH23a.chr6
BH4.00006940	31	44680	EH23a.chrX
BH4.00012418	31	44723	EH23a.chr8
BH4.00008687	31	44776	EH23a.chr8
BH4.00019128	31	44797	EH23a.chr8
BH4.00019629	31	44868	EH23a.chr8
BH4.00015148	31	44909	EH23a.chr6
BH4.00008346	31	44917	EH23a.chr8
BH4.00012313	31	45035	EH23a.chr3
BH4.00021966	31	45080	EH23a.chr8
BH4.00009210	31	45133	EH23a.chr8
BH4.00008211	31	45141	EH23a.chr6
BH4.00015295	31	45203	EH23a.chrX
BH4.00010764	31	45205	EH23a.chr8
BH4.00008621	31	45276	EH23a.chr6
BH4.00008791	31	45407	EH23a.chr3
BH4.00020574	31	45468	EH23a.chr8
BH4.00015180	31	45504	EH23a.chr8
BH4.00009389	31	45516	EH23a.chr8
BH4.00012423	31	45618	EH23a.chr6
BH4.00010171	31	45643	EH23a.chr8
BH4.00003049	31	45881	EH23a.chrX
BH4.00008291	31	45928	EH23a.chr8
BH4.00004473	31	45932	EH23a.chr8
BH4.00008172	31	46153	EH23a.chrX
BH4.00015096	31	47115	EH23a.chr3
BH4.00012691	31	47216	EH23a.chr9
BH4.00009110	31	47293	EH23a.chr8
BH4.00008603	31	47361	EH23a.chr8
BH4.00008533	31	47404	EH23a.chrX
BH4.00007654	31	47448	EH23a.chrX
BH4.00011163	31	47513	EH23a.chr8
BH4.00011139	31	47571	EH23a.chrX
BH4.00005454	31	47591	EH23a.chr3
BH4.00017377	31	47698	EH23a.chr8
BH4.00007189	31	48176	EH23a.chr3
BH4.00000556	31	48185	EH23a.chr5
BH4.00015468	31	48200	EH23a.chr3
BH4.00007150	31	48303	EH23a.chr3
BH4.00009990	31	48533	EH23a.chr9
BH4.00007199	31	49755	EH23a.chr3
BH4.00003158	31	49795	EH23a.chr8
BH4.00020630	31	49951	EH23a.chr6
BH4.00020926	31	49984	EH23a.chr8
BH4.00001431	31	50063	EH23a.chr1
BH4.00013643	31	50557	EH23a.chr8
BH4.00022199	31	50674	EH23a.chr6
BH4.00008036	31	50893	EH23a.chr9
BH4.00000202	31	50958	EH23a.chr3
BH4.00008219	31	50974	EH23a.chr8
BH4.00015305	31	51087	EH23a.chr8
BH4.00008345	31	51116	EH23a.chr6
BH4.00007177	31	51659	EH23a.chrX
BH4.00007113	31	51703	EH23a.chrX
BH4.00008805	31	51907	EH23a.chr9
BH4.00006600	31	52120	EH23a.chrX
BH4.00004260	31	52156	EH23a.chr1
BH4.00007600	31	52398	EH23a.chr8
BH4.00012457	31	52634	EH23a.chr8
BH4.00014222	31	52725	EH23a.chr8
BH4.00008099	31	52844	EH23a.chrX
BH4.00007735	31	53068	EH23a.chrX
BH4.00008210	31	53097	EH23a.chr8
BH4.00007631	31	53540	EH23a.chrX
BH4.00008134	31	53704	EH23a.chrX
BH4.00008137	31	53716	EH23a.chrX
BH4.00002731	31	53736	EH23a.chrX
BH4.00020759	31	53990	EH23a.chr6
BH4.00002823	31	54125	EH23a.chr2
BH4.00012103	31	54126	EH23a.chrX
BH4.00006939	31	54215	EH23a.chr4
BH4.00015582	31	54387	EH23a.chr6
BH4.00014412	31	54418	EH23a.chr6
BH4.00007231	31	54456	EH23a.chr3
BH4.00000447	31	54641	EH23a.chr5
BH4.00006972	31	55583	EH23a.chrX
BH4.00005749	31	55941	EH23a.chr1
BH4.00021107	31	56009	EH23a.chr3
BH4.00002556	31	56073	EH23a.chr5
BH4.00000242	31	56292	EH23a.chrX
BH4.00014151	31	56318	EH23a.chr8
BH4.00012426	31	56541	EH23a.chrX
BH4.00008062	31	56556	EH23a.chrX
BH4.00009056	31	56571	EH23a.chr8
BH4.00004649	31	57236	EH23a.chr7
BH4.00004097	31	57669	EH23a.chrX
BH4.00008972	31	57752	EH23a.chr6
BH4.00008471	31	58078	EH23a.chrX
BH4.00002342	31	58501	EH23a.chr3
BH4.00007925	31	58781	EH23a.chr5
BH4.00016224	31	59172	EH23a.chr3
BH4.00013397	31	59405	EH23a.chr8
BH4.00002160	31	59460	EH23a.chrX
BH4.00001435	31	59993	EH23a.chr1
BH4.00015665	31	60959	EH23a.chr6
BH4.00000205	31	61617	EH23a.chr3
BH4.00002288	31	61843	EH23a.chr8
BH4.00004129	31	61977	EH23a.chr8
BH4.00002452	31	61994	EH23a.chr7
BH4.00008173	31	62662	EH23a.chr6
BH4.00008129	31	62862	EH23a.chrX
BH4.00002455	31	63164	EH23a.chr8
BH4.00002586	31	63887	EH23a.chr5
BH4.00007942	31	64428	EH23a.chr6
BH4.00004297	42	3587158	EH23a.chr6
BH4.00009406	31	69277	EH23a.chrX
BH4.00002886	31	69294	EH23a.chr6
BH4.00003508	31	71170	EH23a.chr8
BH4.00008074	31	71333	EH23a.chrX
BH4.00001933	31	72187	EH23a.chr7
BH4.00003550	31	72526	EH23a.chr8
BH4.00005301	31	72681	EH23a.chr8
BH4.00004391	40	1880648	EH23a.chr2
BH4.00005446	31	73472	EH23a.chr1
BH4.00003497	31	74106	EH23a.chr8
BH4.00002356	31	75787	EH23a.chr3
BH4.00008040	31	76231	EH23a.chrX
BH4.00008028	31	77012	EH23a.chrX
BH4.00001428	31	77526	EH23a.chr1
BH4.00007673	31	77545	EH23a.chr5
BH4.00007361	31	78215	EH23a.chrX
BH4.00018266	31	78237	EH23a.chr8
BH4.00008128	31	79181	EH23a.chrX
BH4.00003177	32	114963	EH23a.chr8
BH4.00002625	31	82180	EH23a.chr9
BH4.00007929	31	83308	EH23a.chrX
BH4.00003835	31	84318	EH23a.chr3
BH4.00006999	37	779113	EH23a.chr6
BH4.00002311	31	86358	EH23a.chr8
BH4.00006865	31	88637	EH23a.chr4
BH4.00007699	31	89002	EH23a.chrX
BH4.00004642	31	92701	EH23a.chr6
BH4.00002637	31	93562	EH23a.chr9
BH4.00007848	31	94912	EH23a.chrX
BH4.00007849	31	97176	EH23a.chrX
BH4.00007453	31	104884	EH23a.chrX
BH4.00007822	31	106672	EH23a.chr3
BH4.00006701	31	109006	EH23a.chrX
BH4.00007821	31	109178	EH23a.chrX
BH4.00007802	31	111320	EH23a.chrX
BH4.00007876	31	114304	EH23a.chrX
BH4.00002119	31	120069	EH23a.chr7
BH4.00001386	31	120179	EH23a.chr9
BH4.00003243	31	127306	EH23a.chrX
BH4.00007867	31	129914	EH23a.chrX
BH4.00007893	31	132818	EH23a.chrX
BH4.00007751	31	135763	EH23a.chr7
BH4.00007836	31	143444	EH23a.chrX
BH4.00007850	31	144026	EH23a.chrX
BH4.00007194	31	146668	EH23a.chrX
BH4.00007845	31	148073	EH23a.chrX
BH4.00007798	31	149171	EH23a.chrX
BH4.00007256	31	151647	EH23a.chrX
BH4.00000396	31	153652	EH23a.chr6
BH4.00004402	31	155704	EH23a.chrX
BH4.00007687	31	157618	EH23a.chrX
BH4.00007854	31	163447	EH23a.chrX
BH4.00005587	31	165653	EH23a.chrX
BH4.00006854	31	166121	EH23a.chr5
BH4.00007727	31	167035	EH23a.chr9
BH4.00000327	31	171582	EH23a.chrX
BH4.00007184	31	172460	EH23a.chrX
BH4.00002303	31	175015	EH23a.chr3
BH4.00007775	31	176708	EH23a.chrX
BH4.00007753	31	181865	EH23a.chrX
BH4.00001080	31	182141	EH23a.chr1
BH4.00007763	31	189194	EH23a.chrX
BH4.00000193	31	189449	EH23a.chr3
BH4.00007790	31	189842	EH23a.chrX
BH4.00006020	31	196681	EH23a.chr5
BH4.00002278	31	210858	EH23a.chr3
BH4.00002113	31	212480	EH23a.chr7
BH4.00003496	31	219571	EH23a.chr8
BH4.00000189	31	220493	EH23a.chr3
BH4.00007695	31	224256	EH23a.chrX
BH4.00007558	31	238829	EH23a.chr2
BH4.00006239	31	247417	EH23a.chr6
BH4.00007741	31	254511	EH23a.chrX
BH4.00006993	31	256176	EH23a.chr9
BH4.00005336	31	271021	EH23a.chr1
BH4.00007630	31	294506	EH23a.chrX
BH4.00007634	31	300752	EH23a.chrX
BH4.00005156	31	313247	EH23a.chr5
BH4.00007599	31	313521	EH23a.chrX
BH4.00007518	31	325962	EH23a.chr8
BH4.00168118	31	326020	EH23a.chrX
BH4.00007540	31	336640	EH23a.chr5
BH4.00004836	31	337720	EH23a.chr7
BH4.00007325	31	343943	EH23a.chr5
BH4.00002666	31	345689	EH23a.chr1
BH4.00007603	31	346095	EH23a.chr3
BH4.00007562	31	358620	EH23a.chrX
BH4.00006463	31	373700	EH23a.chr3
BH4.00006283	31	377520	EH23a.chr7
BH4.00007519	31	392536	EH23a.chrX
BH4.00001690	31	393357	EH23a.chr4
BH4.00007539	31	409630	EH23a.chrX
BH4.00006802	31	418680	EH23a.chr1
BH4.00007462	31	424320	EH23a.chr7
BH4.00007549	31	425044	EH23a.chr3
BH4.00007517	31	447077	EH23a.chrX
BH4.00002353	31	464989	EH23a.chr8
BH4.00007468	31	470610	EH23a.chr4
BH4.00007413	31	477949	EH23a.chr8
BH4.00007509	31	478088	EH23a.chr4
BH4.00005270	31	483782	EH23a.chr7
BH4.00007377	31	492803	EH23a.chr4
BH4.00007337	31	498730	EH23a.chr1
BH4.00007403	31	514153	EH23a.chr4
BH4.00001981	31	536382	EH23a.chr2
BH4.00007248	32	828106	EH23a.chrX
BH4.00007341	31	541196	EH23a.chr4
BH4.00007410	31	559692	EH23a.chr4
BH4.00001149	31	567628	EH23a.chr6
BH4.00007202	31	568573	EH23a.chr9
BH4.00168102	31	594562	EH23a.chr7
BH4.00004436	31	594822	EH23a.chr5
BH4.00005930	31	615940	EH23a.chr1
BH4.00006377	31	631885	EH23a.chr3
BH4.00002450	31	679616	EH23a.chr8
BH4.00006102	31	743165	EH23a.chr9
BH4.00007363	31	753925	EH23a.chr9
BH4.00003169	31	760418	EH23a.chr6
BH4.00006739	31	776134	EH23a.chr1
BH4.00004543	31	813940	EH23a.chr2
BH4.00006623	31	819021	EH23a.chr4
BH4.00007106	31	847585	EH23a.chr3
BH4.00001877	31	870902	EH23a.chr6
BH4.00007088	31	875562	EH23a.chr3
BH4.00003721	31	936239	EH23a.chrX
BH4.00007059	31	936575	EH23a.chr3
BH4.00004697	31	966226	EH23a.chr4
BH4.00006932	31	974623	EH23a.chr2
BH4.00005181	31	991116	EH23a.chr1
BH4.00006472	31	991547	EH23a.chr5
BH4.00001095	33	2428094	EH23a.chr1
BH4.00002221	31	1032486	EH23a.chr2
BH4.00006946	31	1083431	EH23a.chr3
BH4.00006720	31	1104093	EH23a.chrX
BH4.00006817	31	1110652	EH23a.chr9
BH4.00005360	31	1130650	EH23a.chr3
BH4.00004840	31	1152041	EH23a.chrX
BH4.00007037	31	1152862	EH23a.chr6
BH4.00006692	31	1177250	EH23a.chr8
BH4.00006732	31	1203326	EH23a.chr2
BH4.00006652	31	1218108	EH23a.chr5
BH4.00001873	31	1260053	EH23a.chr6
BH4.00006809	31	1339950	EH23a.chr5
BH4.00006563	31	1400290	EH23a.chr9
BH4.00006559	31	1415969	EH23a.chr6
BH4.00006406	31	1469874	EH23a.chr6
BH4.00006498	31	1487768	EH23a.chr3
BH4.00000305	33	3762851	EH23a.chr3
BH4.00006490	31	1543171	EH23a.chr6
BH4.00006473	31	1561539	EH23a.chr3
BH4.00005460	31	1581490	EH23a.chr4
BH4.00006344	31	1633586	EH23a.chr4
BH4.00005998	31	1809687	EH23a.chr4
BH4.00006212	31	1817006	EH23a.chr2
BH4.00005701	31	1847369	EH23a.chr4
BH4.00006279	31	1921402	EH23a.chrX
BH4.00006049	31	1970390	EH23a.chr3
BH4.00005258	31	1983272	EH23a.chr4
BH4.00005671	31	2292615	EH23a.chr6
BH4.00005521	31	2535446	EH23a.chr3
BH4.00005344	31	2609120	EH23a.chr4
BH4.00003727	31	2693433	EH23a.chr2
BH4.00003616	31	2954757	EH23a.chr3
BH4.00005214	31	2966642	EH23a.chr6
BH4.00003034	31	3060134	EH23a.chr5
BH4.00004892	31	3150047	EH23a.chr6
BH4.00004936	31	3205163	EH23a.chr5
BH4.00005128	31	3247126	EH23a.chr8
BH4.00004706	31	3546942	EH23a.chr5
BH4.00004552	31	3590953	EH23a.chr2
BH4.00004578	31	3762238	EH23a.chr3
BH4.00004479	31	3864676	EH23a.chr8
BH4.00004047	31	4234296	EH23a.chr6
BH4.00168112	31	4582607	EH23a.chr8
BH4.00001762	31	4990853	EH23a.chr9
BH4.00003749	31	5013431	EH23a.chr4
BH4.00003277	31	5187920	EH23a.chr7
BH4.00000442	31	6808893	EH23a.chr5
BH4.00001985	31	8264503	EH23a.chr3
BH4.00000659	31	15196943	EH23a.chr3
